Group_1,Group_2,Total_Absolute_Difference
Backstreet Boys (Pop),Luis Miguel (Pop),26.1406
Enrique Iglesias (Rap/Hip Hop),Flo Rida (Rap/Hip Hop),26.147999999999996
DJ Khaled (Rap/Hip Hop),Maluma (Rap/Hip Hop),26.1503
David Bowie (Pop),Labrinth (Pop),26.189
Anu Malik (Pop),Lynyrd Skynyrd (Pop),26.189799999999998
Lynyrd Skynyrd (Pop),Prince (Pop),26.1908
Gorillaz (Pop),Wisin & Yandel (Pop),26.191899999999993
Billy Joel (Pop),One Direction (Pop),26.199499999999997
A.R. Rahman (R&B),USHER (R&B),26.203699999999998
Céline Dion (Pop),Gwen Stefani (Pop),26.2092
Billy Joel (Pop),Luis Miguel (Pop),26.2187
Foster The People (Alternative),beabadoobee (Alternative),26.2444
Amy Winehouse (Pop),Gorillaz (Pop),26.254999999999995
Shakira (Pop),Wisin & Yandel (Pop),26.258700000000005
Britney Spears (Pop),Shakira (Pop),26.270900000000005
Bee Gees (Pop),Gwen Stefani (Pop),26.275699999999997
Elvis Presley (Pop),The Chainsmokers (Pop),26.2835
Bee Gees (Pop),Christina Aguilera (Pop),26.298199999999998
Central Cee (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),26.3081
David Guetta (Pop),Maroon 5 (Pop),26.333399999999997
Eagles (Pop),Luis Miguel (Pop),26.343299999999996
Nicky Jam (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",26.3459
Bryson Tiller (R&B),Tinashe (R&B),26.351699999999994
James Arthur (Pop),Labrinth (Pop),26.376099999999997
David Bowie (Pop),Romeo Santos (Pop),26.3827
Billy Joel (Pop),Labrinth (Pop),26.391400000000004
Central Cee (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",26.3991
David Guetta (Pop),One Direction (Pop),26.4008
George Michael (Pop),One Direction (Pop),26.4099
Central Cee (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),26.4247
Elton John (Pop),Gorillaz (Pop),26.429900000000004
Foreigner (Rock),System Of A Down (Rock),26.4317
Shankar Mahadevan (Indian Music),Sonu Nigam (Indian Music),26.438200000000002
Bon Jovi (Rock),System Of A Down (Rock),26.440800000000003
David Guetta (Pop),Labrinth (Pop),26.4619
Avril Lavigne (Pop),Britney Spears (Pop),26.462000000000003
Christina Aguilera (Dance),Jennifer Lopez (Dance),26.4829
Amy Winehouse (Pop),Metallica (Pop),26.5416
Avril Lavigne (Pop),David Guetta (Pop),26.554000000000006
Elvis Presley (Pop),P!nk (Pop),26.572500000000005
David Guetta (Pop),James Arthur (Pop),26.5736
Bryson Tiller (R&B),David Bowie (R&B),26.598699999999997
Sonu Nigam (Films/Games),Vishal-Shekhar (Films/Games),26.6148
Enrique Iglesias (Pop),Romeo Santos (Pop),26.6255
Elvis Presley (Pop),Labrinth (Pop),26.626999999999995
Banda MS de Sergio Lizárraga (Latin Music),Neton Vega (Latin Music),26.6448
Tears For Fears (Rock),The Beatles (Rock),26.646300000000004
David Guetta (Pop),Luis Miguel (Pop),26.647399999999994
Prince (Pop),Romeo Santos (Pop),26.700799999999997
George Michael (Pop),Maroon 5 (Pop),26.706699999999994
Ariana Grande (Pop),Metallica (Pop),26.711399999999998
Diljit Dosanjh (Pop),James Arthur (Pop),26.718600000000002
Banda MS de Sergio Lizárraga (Traditional Mexicano),Calle 24 (Traditional Mexicano),26.7241
The Beatles (Pop),Whitney Houston (Pop),26.726200000000002
Kings of Leon (Alternative),beabadoobee (Alternative),26.7405
Mariah Carey (Pop),Shakira (Pop),26.746100000000006
Backstreet Boys (Pop),James Arthur (Pop),26.755200000000002
The Chainsmokers (Pop),Whitney Houston (Pop),26.758
Black Eyed Peas (Pop),David Guetta (Pop),26.7713
Amy Winehouse (Pop),Labrinth (Pop),26.7726
Panic! At The Disco (Alternative),Rex Orange County (Alternative),26.791600000000003
Red Hot Chili Peppers (Rock),Tears For Fears (Rock),26.803299999999997
Billy Joel (Pop),George Michael (Pop),26.848200000000002
Black Eyed Peas (Pop),Meghan Trainor (Pop),26.882200000000005
Britney Spears (Pop),Lynyrd Skynyrd (Pop),26.898399999999995
Avril Lavigne (Pop),Enrique Iglesias (Pop),26.9705
Evanescence (Rock),The Cranberries (Rock),26.9792
Labrinth (Pop),Pink Floyd (Pop),26.9825
Annie Lennox (Pop),Jennifer Lopez (Pop),27.0064
David Bowie (R&B),Tinashe (R&B),27.0178
Atif Aslam (Pop),Meghan Trainor (Pop),27.029600000000002
Labrinth (Pop),Mariah Carey (Pop),27.0343
Ariana Grande (Pop),Luis Miguel (Pop),27.0347
Romeo Santos (Pop),The Chainsmokers (Pop),27.0364
System Of A Down (Rock),The Rolling Stones (Rock),27.0572
Gorillaz (Pop),Pink Floyd (Pop),27.086499999999997
Amy Winehouse (R&B),David Bowie (R&B),27.104200000000006
Backstreet Boys (Pop),Demi Lovato (Pop),27.1277
Bizarrap (Rap/Hip Hop),Mac Miller (Rap/Hip Hop),27.135600000000004
Anu Malik (Films/Games),Sonu Nigam (Films/Games),27.141
Gracie Abrams (Pop),The Beatles (Pop),27.161100000000005
Gorillaz (Pop),P!nk (Pop),27.198300000000003
Fuerza Regida (Latin Music),Javed Ali (Latin Music),27.2229
Gorillaz (Pop),Nelly Furtado (Pop),27.2244
Eagles (Pop),Gorillaz (Pop),27.2314
David Guetta (Pop),Justin Timberlake (Pop),27.2363
Avril Lavigne (Pop),Lynyrd Skynyrd (Pop),27.242800000000003
5 Seconds of Summer (Pop),Pharrell Williams (Pop),27.248500000000007
Ellie Goulding (Pop),The Chainsmokers (Pop),27.267100000000003
Avril Lavigne (Pop),Mariah Carey (Pop),27.302999999999997
Aerosmith (Rock),System Of A Down (Rock),27.328900000000004
Bee Gees (Pop),Diljit Dosanjh (Pop),27.3292
Nelly Furtado (Pop),Romeo Santos (Pop),27.3363
5 Seconds of Summer (Pop),Enrique Iglesias (Pop),27.349000000000004
Mariah Carey (Pop),Romeo Santos (Pop),27.3642
Diljit Dosanjh (Pop),Labrinth (Pop),27.371700000000004
DJ Khaled (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),27.3718
Mac Miller (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),27.374200000000002
Backstreet Boys (Pop),David Guetta (Pop),27.3886
Arcángel (Latin Music),Prince Royce (Latin Music),27.393800000000002
Grupo Firme (Traditional Mexicano),Julión Álvarez y su Norteño Banda (Traditional Mexicano),27.4125
Ariana Grande (Pop),Gwen Stefani (Pop),27.432000000000002
Christina Aguilera (Pop),David Guetta (Pop),27.476000000000003
Bastille (Alternative),Red Hot Chili Peppers (Alternative),27.4767
Pink Floyd (Pop),Shakira (Pop),27.4813
David Guetta (Pop),Jennifer Lopez (Pop),27.484900000000003
Backstreet Boys (Pop),George Michael (Pop),27.494300000000003
Ellie Goulding (Pop),Luis Miguel (Pop),27.4975
Arcángel (Latin Music),The Beatles (Latin Music),27.5032
Enrique Iglesias (Pop),Metallica (Pop),27.503999999999998
Sonu Nigam (Indian Music),Yo Yo Honey Singh (Indian Music),27.5212
Prince (Pop),Shawn Mendes (Pop),27.5556
George Michael (Pop),The Chainsmokers (Pop),27.563899999999997
Julión Álvarez y su Norteño Banda (Traditional Mexicano),Tito Double P (Traditional Mexicano),27.5824
Demi Lovato (Pop),Metallica (Pop),27.6032
Javed Ali (Latin Music),Prince Royce (Latin Music),27.626
AC/DC (Rock),Eagles (Rock),27.641400000000004
Backstreet Boys (Pop),One Direction (Pop),27.643399999999996
Enrique Iglesias (Pop),Gorillaz (Pop),27.6488
A.R. Rahman (R&B),Prince (R&B),27.655299999999997
Gorillaz (Alternative),Paramore (Alternative),27.675199999999993
Christina Aguilera (Pop),Romeo Santos (Pop),27.692400000000003
Fall Out Boy (Alternative),Red Hot Chili Peppers (Alternative),27.6997
Gorillaz (Alternative),The Strokes (Alternative),27.707899999999995
Céline Dion (Pop),Shakira (Pop),27.7114
George Michael (Pop),Mariah Carey (Pop),27.7263
Daryl Hall & John Oates (Latin Music),Javed Ali (Latin Music),27.727399999999996
Dr. Dre (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",27.734899999999996
Elvis Presley (Indian Music),Himesh Reshammiya (Indian Music),27.7413
Elton John (Pop),Meghan Trainor (Pop),27.7637
Elvis Presley (Pop),Gorillaz (Pop),27.7686
Annie Lennox (Pop),Foreigner (Pop),27.773100000000003
Meghan Trainor (Pop),Wisin & Yandel (Pop),27.7787
P!nk (Pop),Scorpions (Pop),27.799699999999998
Annie Lennox (Pop),Mariah Carey (Pop),27.802300000000002
Annie Lennox (Pop),Lady Gaga (Pop),27.817999999999998
David Guetta (Dance),Martin Garrix (Dance),27.8319
Backstreet Boys (Pop),Metallica (Pop),27.842499999999998
5 Seconds of Summer (Pop),Luis Miguel (Pop),27.8491
David Guetta (Pop),Shawn Mendes (Pop),27.862
Enrique Iglesias (Pop),Luis Miguel (Pop),27.8731
Panic! At The Disco (Alternative),Tom Odell (Alternative),27.8797
Ariana Grande (Pop),David Guetta (Pop),27.9009
Daniel Caesar (Alternative),Fall Out Boy (Alternative),27.9071
Annie Lennox (Pop),Atif Aslam (Pop),27.908
Central Cee (Rap/Hip Hop),DJ Khaled (Rap/Hip Hop),27.9161
Fleetwood Mac (Rock),System Of A Down (Rock),27.919199999999996
George Michael (Pop),Gwen Stefani (Pop),27.949
Backstreet Boys (Pop),The Chainsmokers (Pop),27.961799999999997
Annie Lennox (Pop),Justin Timberlake (Pop),27.9626
Céline Dion (Pop),Shawn Mendes (Pop),27.967699999999994
Eagles (Pop),Shawn Mendes (Pop),27.9679
Nelly Furtado (Pop),Shakira (Pop),27.969199999999997
Daniel Caesar (Alternative),The Strokes (Alternative),27.999099999999995
Elton John (Pop),One Direction (Pop),28.0002
Gorillaz (Pop),James Arthur (Pop),28.005899999999997
Nelly Furtado (Pop),P!nk (Pop),28.0121
Enrique Iglesias (Rap/Hip Hop),WizTheMc (Rap/Hip Hop),28.023999999999997
Enrique Iglesias (Pop),Shakira (Pop),28.0436
David Guetta (Pop),Mariah Carey (Pop),28.063200000000002
Banda MS de Sergio Lizárraga (Latin Music),Javed Ali (Latin Music),28.071199999999997
A.R. Rahman (R&B),John Legend (R&B),28.079900000000002
Ariana Grande (Pop),Labrinth (Pop),28.0848
Amy Winehouse (Pop),Romeo Santos (Pop),28.0911
Hozier (Alternative),Paramore (Alternative),28.1006
Elton John (Pop),Lynyrd Skynyrd (Pop),28.1358
Black Eyed Peas (Pop),Gracie Abrams (Pop),28.139200000000002
Calle 24 (Traditional Mexicano),Julión Álvarez y su Norteño Banda (Traditional Mexicano),28.1479
Amy Winehouse (Pop),Diljit Dosanjh (Pop),28.1627
P!nk (Pop),Romeo Santos (Pop),28.1752
Anu Malik (Pop),Romeo Santos (Pop),28.1806
Lynyrd Skynyrd (Pop),Whitney Houston (Pop),28.186799999999998
Pharrell Williams (Pop),Shakira (Pop),28.212699999999998
5 Seconds of Summer (Pop),Demi Lovato (Pop),28.236399999999993
Eagles (Pop),Labrinth (Pop),28.2664
Tinashe (R&B),USHER (R&B),28.286099999999994
James Arthur (Pop),Lynyrd Skynyrd (Pop),28.303199999999997
Bob Sinclar (Electro),Major Lazer (Electro),28.3201
Lady Gaga (Pop),Luis Miguel (Pop),28.339100000000002
A.R. Rahman (R&B),Kali Uchis (R&B),28.361199999999997
Amy Winehouse (R&B),John Legend (R&B),28.3639
System Of A Down (Rock),The Cranberries (Rock),28.3761
Gorillaz (Pop),Pharrell Williams (Pop),28.390500000000003
Ariana Grande (Pop),Romeo Santos (Pop),28.395300000000002
Backstreet Boys (Pop),Meghan Trainor (Pop),28.4037
5 Seconds of Summer (Pop),Avril Lavigne (Pop),28.4065
Elton John (Pop),The Chainsmokers (Pop),28.4604
Panic! At The Disco (Alternative),The Neighbourhood (Alternative),28.473499999999994
Atif Aslam (Pop),Ellie Goulding (Pop),28.483800000000002
Annie Lennox (Pop),Maroon 5 (Pop),28.484499999999997
Labrinth (Films/Games),Shankar-Ehsaan-Loy (Films/Games),28.5257
Eagles (Rock),blink-182 (Rock),28.538099999999996
Gorillaz (Pop),Gwen Stefani (Pop),28.5536
Enrique Iglesias (Pop),P!nk (Pop),28.569899999999997
David Bowie (Rock),System Of A Down (Rock),28.585900000000002
Sajid-Wajid (Films/Games),Zion & Lennox (Films/Games),28.607100000000003
Anu Malik (Pop),Labrinth (Pop),28.609099999999998
Lady Gaga (Pop),Shawn Mendes (Pop),28.633100000000006
DJ Khaled (Rap/Hip Hop),Mac Miller (Rap/Hip Hop),28.677500000000002
Elton John (Pop),Gracie Abrams (Pop),28.6857
5 Seconds of Summer (Pop),Ellie Goulding (Pop),28.724199999999996
Himesh Reshammiya (Indian Music),Yo Yo Honey Singh (Indian Music),28.7276
Christina Aguilera (Pop),Gracie Abrams (Pop),28.729699999999998
Bizarrap (Rap/Hip Hop),Maluma (Rap/Hip Hop),28.751
Lana Del Rey (Alternative),The Neighbourhood (Alternative),28.755200000000006
Atif Aslam (Pop),Whitney Houston (Pop),28.7559
Gwen Stefani (Pop),Justin Timberlake (Pop),28.776
David Bowie (Dance),Whitney Houston (Dance),28.814700000000002
James Arthur (Pop),The Chainsmokers (Pop),28.8186
One Direction (Pop),Shawn Mendes (Pop),28.828400000000002
Central Cee (Rap/Hip Hop),De La Soul (Rap/Hip Hop),28.847700000000003
Mac Miller (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",28.874699999999997
"Tyler, The Creator (Rap/Hip Hop)",Wiz Khalifa (Rap/Hip Hop),28.883399999999998
Fall Out Boy (Alternative),beabadoobee (Alternative),28.890099999999997
Mariah Carey (Pop),Metallica (Pop),28.8963
Gwen Stefani (Pop),Shawn Mendes (Pop),28.8991
Eagles (Rock),Guns N' Roses (Rock),28.9112
Avril Lavigne (Pop),Billy Joel (Pop),28.932100000000002
Shawn Mendes (Pop),Wisin & Yandel (Pop),28.943600000000004
Ariana Grande (Pop),The Chainsmokers (Pop),28.944300000000002
Nirvana (Rock),System Of A Down (Rock),28.947300000000002
Jennifer Lopez (Pop),Whitney Houston (Pop),28.959899999999998
Cardi B (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),28.9791
Annie Lennox (Pop),Elton John (Pop),29.006500000000003
David Guetta (Pop),Lady Gaga (Pop),29.012099999999993
Charlie Puth (Pop),Labrinth (Pop),29.0255
Céline Dion (Pop),P!nk (Pop),29.040699999999998
De La Soul (Rap/Hip Hop),Dr. Dre (Rap/Hip Hop),29.0427
Romeo Santos (Pop),The Beatles (Pop),29.0732
George Michael (Pop),Jennifer Lopez (Pop),29.079199999999997
Pink Floyd (Rock),System Of A Down (Rock),29.087899999999998
Paramore (Alternative),beabadoobee (Alternative),29.108999999999998
Bryan Adams (Rock),System Of A Down (Rock),29.110500000000002
Eagles (Pop),Shakira (Pop),29.117000000000004
Amy Winehouse (Pop),Lynyrd Skynyrd (Pop),29.1241
Nelly Furtado (Pop),Shawn Mendes (Pop),29.1321
Bastille (Alternative),Daniel Caesar (Alternative),29.1401
Bee Gees (Pop),One Direction (Pop),29.166400000000003
Paramore (Alternative),The Strokes (Alternative),29.1781
Fall Out Boy (Alternative),Kings of Leon (Alternative),29.1982
Bastille (Alternative),Hozier (Alternative),29.2097
One Direction (Pop),Whitney Houston (Pop),29.2818
Atif Aslam (Pop),Enrique Iglesias (Pop),29.2864
Dr. Dre (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),29.287300000000002
James Arthur (Pop),One Direction (Pop),29.288
Avril Lavigne (Pop),Shawn Mendes (Pop),29.304
Central Cee (Rap/Hip Hop),Mac Miller (Rap/Hip Hop),29.323999999999998
Kings of Leon (Alternative),The Strokes (Alternative),29.349600000000002
Meghan Trainor (Pop),One Direction (Pop),29.363300000000002
Enrique Iglesias (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",29.371699999999997
Meghan Trainor (Pop),Shawn Mendes (Pop),29.377900000000004
Lana Del Rey (Alternative),Paramore (Alternative),29.389400000000002
Annie Lennox (Pop),Romeo Santos (Pop),29.415100000000002
George Michael (Pop),Justin Timberlake (Pop),29.4188
Jennifer Lopez (Pop),Lynyrd Skynyrd (Pop),29.4229
Gwen Stefani (Pop),Mariah Carey (Pop),29.4281
Backstreet Boys (Pop),Gwen Stefani (Pop),29.4327
Bizarrap (Rap/Hip Hop),DJ Khaled (Rap/Hip Hop),29.4567
Ellie Goulding (Pop),Lynyrd Skynyrd (Pop),29.4571
Gwen Stefani (Pop),Labrinth (Pop),29.462199999999996
Céline Dion (Pop),Gorillaz (Pop),29.4822
Hozier (Alternative),Mac DeMarco (Alternative),29.4917
Calle 24 (Traditional Mexicano),Grupo Firme (Traditional Mexicano),29.4944
Fall Out Boy (Alternative),Panic! At The Disco (Alternative),29.5094
Bastille (Alternative),The Strokes (Alternative),29.512600000000003
HUGEL (Electro),Major Lazer (Electro),29.5152
Gracie Abrams (Pop),Pink Floyd (Pop),29.520699999999998
James Arthur (Pop),Justin Timberlake (Pop),29.523500000000006
Elvis Presley (Pop),Shakira (Pop),29.5486
50 Cent (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),29.5619
Evanescence (Rock),Red Hot Chili Peppers (Rock),29.5639
Christina Aguilera (Pop),Gorillaz (Pop),29.5749
Bizarrap (Rap/Hip Hop),Dr. Dre (Rap/Hip Hop),29.5762
Peso Pluma (Traditional Mexicano),Tito Double P (Traditional Mexicano),29.588000000000005
James Arthur (Pop),Meghan Trainor (Pop),29.5919
Justin Timberlake (Pop),Metallica (Pop),29.6048
Jennifer Lopez (Pop),Luis Miguel (Pop),29.6063
Shawn Mendes (Pop),The Beatles (Pop),29.6404
Demi Lovato (Pop),Diljit Dosanjh (Pop),29.643900000000006
Central Cee (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),29.675199999999997
Labrinth (Pop),Wisin & Yandel (Pop),29.689099999999996
David Bowie (Pop),The Chainsmokers (Pop),29.698500000000003
The Neighbourhood (Alternative),The Strokes (Alternative),29.7123
Fall Out Boy (Alternative),Tom Odell (Alternative),29.7439
Enrique Iglesias (Rap/Hip Hop),Yung Beef (Rap/Hip Hop),29.7673
David Bowie (Pop),Gracie Abrams (Pop),29.7768
Fall Out Boy (Alternative),Hozier (Alternative),29.7879
Christina Aguilera (Pop),Metallica (Pop),29.819699999999997
Lynyrd Skynyrd (Pop),The Beatles (Pop),29.826000000000004
Ariana Grande (Pop),Lynyrd Skynyrd (Pop),29.834300000000002
Christina Aguilera (Pop),The Chainsmokers (Pop),29.8632
Avril Lavigne (Pop),Jennifer Lopez (Pop),29.945299999999996
Bee Gees (Pop),Labrinth (Pop),29.946099999999994
Christina Aguilera (Pop),Shawn Mendes (Pop),30.010200000000005
Elton John (Pop),Whitney Houston (Pop),30.030400000000004
Luis Miguel (Pop),Metallica (Pop),30.0563
Banda MS de Sergio Lizárraga (Traditional Mexicano),Natanael Cano (Traditional Mexicano),30.0785
Annie Lennox (Pop),Ariana Grande (Pop),30.0918
Gorillaz (Pop),Metallica (Pop),30.1182
5 Seconds of Summer (Pop),Gracie Abrams (Pop),30.13
Avril Lavigne (Pop),Christina Aguilera (Pop),30.1458
Backstreet Boys (Pop),Labrinth (Pop),30.1543
Ariana Grande (Pop),Gracie Abrams (Pop),30.157600000000002
Christina Aguilera (Pop),Meghan Trainor (Pop),30.1771
Annie Lennox (Pop),Luis Miguel (Pop),30.1839
Daniel Caesar (Alternative),Hozier (Alternative),30.1948
Charlie Puth (Pop),Romeo Santos (Pop),30.2114
Meghan Trainor (Pop),Metallica (Pop),30.212999999999994
Ariana Grande (Pop),Whitney Houston (Pop),30.2179
George Michael (Pop),Labrinth (Pop),30.221799999999998
Mariah Carey (Pop),Meghan Trainor (Pop),30.2367
Lady Gaga (Pop),Whitney Houston (Pop),30.236900000000002
David Bowie (Pop),Shakira (Pop),30.237400000000004
Céline Dion (Pop),Labrinth (Pop),30.249399999999998
Demi Lovato (Pop),Lynyrd Skynyrd (Pop),30.268099999999997
David Bowie (Pop),Gorillaz (Pop),30.271
Diljit Dosanjh (Pop),Metallica (Pop),30.303899999999995
Enrique Iglesias (Pop),Lynyrd Skynyrd (Pop),30.3061
Elvis Presley (Pop),Gracie Abrams (Pop),30.324600000000004
Gwen Stefani (Pop),Shakira (Pop),30.331200000000006
Bryan Adams (Rock),Eagles (Rock),30.343
Demi Lovato (Pop),Romeo Santos (Pop),30.3569
Gorillaz (Pop),Lady Gaga (Pop),30.359399999999997
Avril Lavigne (Pop),Backstreet Boys (Pop),30.3936
Nirvana (Alternative),Panic! At The Disco (Alternative),30.4247
Atif Aslam (Pop),Gwen Stefani (Pop),30.453999999999997
Elvis Presley (Pop),Romeo Santos (Pop),30.4563
Atif Aslam (Pop),Britney Spears (Pop),30.493899999999996
Backstreet Boys (Pop),P!nk (Pop),30.520000000000003
Elton John (Pop),Labrinth (Pop),30.525900000000004
Bizarrap (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",30.5283
Billy Joel (Pop),Pharrell Williams (Pop),30.543499999999998
Anu Malik (Pop),Shawn Mendes (Pop),30.546599999999998
Foster The People (Alternative),Red Hot Chili Peppers (Alternative),30.5524
Christina Aguilera (Pop),Shakira (Pop),30.5917
Mariah Carey (Pop),Whitney Houston (Pop),30.596
5 Seconds of Summer (Pop),Gwen Stefani (Pop),30.598000000000003
Banda MS de Sergio Lizárraga (Traditional Mexicano),Fuerza Regida (Traditional Mexicano),30.618099999999995
Hozier (Alternative),Tom Odell (Alternative),30.672399999999996
Britney Spears (Pop),Shawn Mendes (Pop),30.6968
Eagles (Rock),Evanescence (Rock),30.703
Bizarrap (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),30.7324
Fuerza Regida (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),30.7702
Fuerza Regida (Latin Music),Prince Royce (Latin Music),30.784299999999998
Eagles (Rock),Nirvana (Rock),30.7908
Diljit Dosanjh (Pop),Meghan Trainor (Pop),30.803499999999996
Martin Garrix (Dance),The Chainsmokers (Dance),30.8137
Foster The People (Alternative),Panic! At The Disco (Alternative),30.8163
Bizarrap (Rap/Hip Hop),Flo Rida (Rap/Hip Hop),30.822000000000003
Charlie Puth (Pop),Elvis Presley (Pop),30.823900000000002
Luis Miguel (Pop),Shawn Mendes (Pop),30.831399999999995
Lady Gaga (Pop),Metallica (Pop),30.834799999999994
Charlie Puth (Pop),Foreigner (Pop),30.840200000000003
David Guetta (Pop),Metallica (Pop),30.8419
Evanescence (Rock),Mariah Carey (Rock),30.8547
David Bowie (Rock),Eagles (Rock),30.875999999999998
Fuerza Regida (Traditional Mexicano),Peso Pluma (Traditional Mexicano),30.918899999999997
Kings of Leon (Alternative),Mac DeMarco (Alternative),30.943400000000004
P!nk (Pop),The Chainsmokers (Pop),30.9636
Banda MS de Sergio Lizárraga (Latin Music),Prince Royce (Latin Music),30.977200000000003
A.R. Rahman (R&B),David Bowie (R&B),30.9888
Fleetwood Mac (Rock),Mariah Carey (Rock),30.996799999999997
Jennifer Lopez (Pop),Pharrell Williams (Pop),31.001499999999997
Anu Malik (Films/Games),Vishal-Shekhar (Films/Games),31.012
Natanael Cano (Traditional Mexicano),Peso Pluma (Traditional Mexicano),31.0749
Amy Winehouse (Pop),Atif Aslam (Pop),31.104199999999995
Lana Del Rey (Alternative),beabadoobee (Alternative),31.131000000000004
AC/DC (Rock),System Of A Down (Rock),31.1501
Dr. Dre (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),31.173199999999998
Banda MS de Sergio Lizárraga (Traditional Mexicano),Tito Double P (Traditional Mexicano),31.2252
David Bowie (Dance),The Chainsmokers (Dance),31.2561
Lynyrd Skynyrd (Pop),Mariah Carey (Pop),31.259800000000006
Lynyrd Skynyrd (Pop),Shawn Mendes (Pop),31.262
Lana Del Rey (Alternative),Panic! At The Disco (Alternative),31.268900000000002
Mariah Carey (Pop),The Chainsmokers (Pop),31.283800000000003
Gracie Abrams (Pop),Prince (Pop),31.283899999999996
Christina Aguilera (Pop),Luis Miguel (Pop),31.291600000000003
Lana Del Rey (Alternative),Nirvana (Alternative),31.299599999999998
Atif Aslam (Pop),Nelly Furtado (Pop),31.3074
Céline Dion (Pop),One Direction (Pop),31.314899999999994
Atif Aslam (Pop),One Direction (Pop),31.379099999999994
Metallica (Pop),Pharrell Williams (Pop),31.386899999999997
Arctic Monkeys (Alternative),The Neighbourhood (Alternative),31.425000000000004
Anu Malik (Pop),Atif Aslam (Pop),31.4331
Meghan Trainor (Pop),Romeo Santos (Pop),31.4575
Gracie Abrams (Pop),Justin Timberlake (Pop),31.473799999999997
Kings of Leon (Alternative),The Neighbourhood (Alternative),31.484900000000003
Diljit Dosanjh (Pop),Gorillaz (Pop),31.5015
Arctic Monkeys (Alternative),Daniel Caesar (Alternative),31.503999999999998
Avril Lavigne (Pop),Black Eyed Peas (Pop),31.5279
Creedence Clearwater Revival (Rock),System Of A Down (Rock),31.572699999999998
Metallica (Rock),System Of A Down (Rock),31.5957
Meghan Trainor (Pop),Shakira (Pop),31.6048
Charlie Puth (Pop),George Michael (Pop),31.606299999999997
Backstreet Boys (Pop),Whitney Houston (Pop),31.629199999999997
Central Cee (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),31.629399999999997
Atif Aslam (Pop),Eagles (Pop),31.653
Ariana Grande (Pop),Meghan Trainor (Pop),31.674399999999995
George Michael (Pop),Metallica (Pop),31.715799999999998
Annie Lennox (Pop),Gorillaz (Pop),31.7186
Lynyrd Skynyrd (Pop),Metallica (Pop),31.7227
Luis Miguel (Pop),Maroon 5 (Pop),31.7358
David Bowie (R&B),USHER (R&B),31.7499
Bizarrap (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),31.7681
Arctic Monkeys (Alternative),Rex Orange County (Alternative),31.777700000000003
Daniel Caesar (Alternative),Foster The People (Alternative),31.786
Grupo Firme (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),31.793599999999998
5 Seconds of Summer (Pop),Labrinth (Pop),31.796599999999998
James Arthur (Pop),Shakira (Pop),31.8027
Marco Antonio Solís (Traditional Mexicano),Natanael Cano (Traditional Mexicano),31.8104
Fuerza Regida (Traditional Mexicano),Julión Álvarez y su Norteño Banda (Traditional Mexicano),31.817299999999996
5 Seconds of Summer (Pop),Lynyrd Skynyrd (Pop),31.818700000000003
Gwen Stefani (Pop),Romeo Santos (Pop),31.821899999999996
Gorillaz (Pop),Labrinth (Pop),31.8312
Charlie Puth (Pop),Shawn Mendes (Pop),31.840400000000002
Foreigner (Pop),Luis Miguel (Pop),31.860999999999997
Lady Gaga (Pop),The Chainsmokers (Pop),31.8753
Atif Aslam (Pop),Pink Floyd (Pop),31.9099
John Legend (Kids),Shankar Mahadevan (Kids),31.9237
Atif Aslam (Pop),David Bowie (Pop),31.9302
Black Eyed Peas (Pop),Luis Miguel (Pop),31.9459
Sajid-Wajid (Films/Games),Shashwat Sachdev (Films/Games),32.0193
Diljit Dosanjh (Pop),George Michael (Pop),32.035500000000006
Gracie Abrams (Pop),Labrinth (Pop),32.048
Billy Joel (Pop),Lynyrd Skynyrd (Pop),32.0907
Arctic Monkeys (Alternative),Red Hot Chili Peppers (Alternative),32.1374
Annie Lennox (Pop),Shawn Mendes (Pop),32.16289999999999
Arcángel (Latin Music),Neton Vega (Latin Music),32.164
Céline Dion (Pop),The Chainsmokers (Pop),32.1731
Cardi B (Rap/Hip Hop),DJ Khaled (Rap/Hip Hop),32.1846
Fall Out Boy (Alternative),The Neighbourhood (Alternative),32.1885
Foreigner (Pop),Scorpions (Pop),32.21189999999999
Scorpions (Rock),System Of A Down (Rock),32.2316
